"Notes"	"Age of Infant at Death"	"Age of Infant at Death Code"	"Cause of death"	"Cause of death Code"	Deaths	Births	Death Rate
	"28 - 364 days"	"05"	"Pneumonia due to Escherichia coli"	"J15.5"	6	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Pneumonia due to other aerobic Gram-negative bacteria"	"J15.6"	8	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Other bacterial pneumonia"	"J15.8"	8	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Bacterial pneumonia, unspecified"	"J15.9"	61	40445070	0.00
	"28 - 364 days"	"05"	"Pneumonia due to other specified infectious organisms"	"J16.8"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Bronchopneumonia, unspecified"	"J18.0"	546	40445070	0.01
	"28 - 364 days"	"05"	"Lobar pneumonia, unspecified"	"J18.1"	56	40445070	0.00
	"28 - 364 days"	"05"	"Hypostatic pneumonia, unspecified"	"J18.2"	3	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Other pneumonia, organism unspecified"	"J18.8"	3	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Pneumonia, unspecified"	"J18.9"	577	40445070	0.01
	"28 - 364 days"	"05"	"Acute bronchitis due to respiratory syncytial virus"	"J20.5"	3	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Acute bronchitis due to other specified organisms"	"J20.8"	27	40445070	0.00
	"28 - 364 days"	"05"	"Acute bronchitis, unspecified"	"J20.9"	75	40445070	0.00
	"28 - 364 days"	"05"	"Acute bronchiolitis due to respiratory syncytial virus"	"J21.0"	75	40445070	0.00
	"28 - 364 days"	"05"	"Acute bronchiolitis due to other specified organisms"	"J21.8"	26	40445070	0.00
	"28 - 364 days"	"05"	"Acute bronchiolitis, unspecified"	"J21.9"	175	40445070	0.00
	"28 - 364 days"	"05"	"Unspecified acute lower respiratory infection"	"J22"	10	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Chronic rhinitis"	"J31.0"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Chronic sinusitis, unspecified"	"J32.9"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Nasal polyp, unspecified"	"J33.9"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Other specified disorders of nose and nasal sinuses"	"J34.8"	2	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Hypertrophy of adenoids"	"J35.2"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Hypertrophy of tonsils with hypertrophy of adenoids"	"J35.3"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Chronic laryngitis"	"J37.0"	4	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Chronic laryngotracheitis"	"J37.1"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Paralysis of vocal cords and larynx"	"J38.0"	4	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Polyp of vocal cord and larynx"	"J38.1"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Other diseases of vocal cords"	"J38.3"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Oedema of larynx"	"J38.4"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Laryngeal spasm"	"J38.5"	2	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Stenosis of larynx"	"J38.6"	16	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Other diseases of larynx"	"J38.7"	2	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Retropharyngeal and parapharyngeal abscess"	"J39.0"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Other abscess of pharynx"	"J39.1"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Other diseases of pharynx"	"J39.2"	5	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Other specified diseases of upper respiratory tract"	"J39.8"	40	40445070	0.00
	"28 - 364 days"	"05"	"Disease of upper respiratory tract, unspecified"	"J39.9"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Bronchitis, not specified as acute or chronic"	"J40"	130	40445070	0.00
	"28 - 364 days"	"05"	"Mucopurulent chronic bronchitis"	"J41.1"	2	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Unspecified chronic bronchitis"	"J42"	66	40445070	0.00
	"28 - 364 days"	"05"	"Emphysema, unspecified"	"J43.9"	13	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Chronic obstructive pulmonary disease with acute lower respiratory infection"	"J44.0"	13	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Other specified chronic obstructive pulmonary disease"	"J44.8"	6	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	11	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Predominantly allergic asthma"	"J45.0"	33	40445070	0.00
	"28 - 364 days"	"05"	"Asthma, unspecified"	"J45.9"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Status asthmaticus"	"J46"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Bronchiectasis"	"J47"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Pneumonitis due to food and vomit"	"J69.0"	100	40445070	0.00
	"28 - 364 days"	"05"	"Pneumonitis due to oils and essences"	"J69.1"	3	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Adult respiratory distress syndrome"	"J80"	174	40445070	0.00
	"28 - 364 days"	"05"	"Pulmonary oedema"	"J81"	53	40445070	0.00
	"28 - 364 days"	"05"	"Pulmonary eosinophilia, not elsewhere classified"	"J82"	4	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Alveolar and parietoalveolar conditions"	"J84.0"	22	40445070	0.00
	"28 - 364 days"	"05"	"Other interstitial pulmonary diseases with fibrosis"	"J84.1"	43	40445070	0.00
	"28 - 364 days"	"05"	"Interstitial pulmonary disease, unspecified"	"J84.9"	325	40445070	0.01
	"28 - 364 days"	"05"	"Gangrene and necrosis of lung"	"J85.0"	22	40445070	0.00
	"28 - 364 days"	"05"	"Abscess of lung with pneumonia"	"J85.1"	8	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Abscess of lung without pneumonia"	"J85.2"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Abscess of mediastinum"	"J85.3"	2	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Pyothorax with fistula"	"J86.0"	21	40445070	0.00
	"28 - 364 days"	"05"	"Pyothorax without fistula"	"J86.9"	10	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Pleural effusion, not elsewhere classified"	"J90"	20	40445070	0.00
	"28 - 364 days"	"05"	"Spontaneous tension pneumothorax"	"J93.0"	8	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Pneumothorax, unspecified"	"J93.9"	28	40445070	0.00
	"28 - 364 days"	"05"	"Chylous effusion"	"J94.0"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Haemothorax"	"J94.2"	3	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Other specified pleural conditions"	"J94.8"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Acute respiratory failure"	"J96.0"	8	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Chronic respiratory failure"	"J96.1"	34	40445070	0.00
	"28 - 364 days"	"05"	"Respiratory failure, unspecified"	"J96.9"	92	40445070	0.00
	"28 - 364 days"	"05"	"Diseases of bronchus, not elsewhere classified"	"J98.0"	28	40445070	0.00
	"28 - 364 days"	"05"	"Pulmonary collapse"	"J98.1"	14	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Interstitial emphysema"	"J98.2"	28	40445070	0.00
	"28 - 364 days"	"05"	"Other disorders of lung"	"J98.4"	1356	40445070	0.03
	"28 - 364 days"	"05"	"Diseases of mediastinum, not elsewhere classified"	"J98.5"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Disorders of diaphragm"	"J98.6"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Other specified respiratory disorders"	"J98.8"	125	40445070	0.00
	"28 - 364 days"	"05"	"Respiratory disorder, unspecified"	"J98.9"	20	40445070	0.00
	"28 - 364 days"	"05"	"Major anomalies of jaw size"	"K07.0"	3	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Other specified disorders of teeth and supporting structures"	"K08.8"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Disturbances of salivary secretion"	"K11.7"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Other diseases of tongue"	"K14.8"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Disease of tongue, unspecified"	"K14.9"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Gastro-oesophageal reflux disease with oesophagitis"	"K21.0"	2	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Gastro-oesophageal reflux disease without oesophagitis"	"K21.9"	98	40445070	0.00
	"28 - 364 days"	"05"	"Ulcer of oesophagus"	"K22.1"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Oesophageal obstruction"	"K22.2"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Perforation of oesophagus"	"K22.3"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Other specified diseases of oesophagus"	"K22.8"	3	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Disease of oesophagus, unspecified"	"K22.9"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Gastric ulcer, chronic or unspecified with haemorrhage"	"K25.4"	2	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Gastric ulcer, chronic or unspecified with perforation"	"K25.5"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Duodenal ulcer, chronic or unspecified with perforation"	"K26.5"	5	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Other gastritis"	"K29.6"	3	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Gastritis, unspecified"	"K29.7"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Other specified diseases of stomach and duodenum"	"K31.8"	6	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Disease of stomach and duodenum, unspecified"	"K31.9"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Acute appendicitis with generalized peritonitis"	"K35.0"	2	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Acute appendicitis with generalized peritonitis"	"K35.2"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Acute appendicitis, other and unspecified"	"K35.8"	9	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Acute appendicitis, unspecified"	"K35.9"	4	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Unspecified appendicitis"	"K37"	3	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Bilateral inguinal hernia, without obstruction or gangrene"	"K40.2"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Unilateral or unspecified inguinal hernia, with obstruction, without gangrene"	"K40.3"	11	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Unilateral or unspecified inguinal hernia, with gangrene"	"K40.4"	3	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Unilateral or unspecified inguinal hernia, without obstruction or gangrene"	"K40.9"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Umbilical hernia with obstruction, without gangrene"	"K42.0"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Ventral hernia with obstruction, without gangrene"	"K43.0"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Diaphragmatic hernia with obstruction, without gangrene"	"K44.0"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Diaphragmatic hernia without obstruction or gangrene"	"K44.9"	29	40445070	0.00
	"28 - 364 days"	"05"	"Unspecified abdominal hernia with obstruction, without gangrene"	"K46.0"	6	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Unspecified abdominal hernia with gangrene"	"K46.1"	4	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Unspecified abdominal hernia without obstruction or gangrene"	"K46.9"	6	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Crohn disease, unspecified"	"K50.9"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Ulcerative colitis, unspecified"	"K51.9"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Noninfective gastroenteritis and colitis, unspecified"	"K52.9"	696	40445070	0.02
	"28 - 364 days"	"05"	"Acute vascular disorders of intestine"	"K55.0"	111	40445070	0.00
	"28 - 364 days"	"05"	"Vascular disorder of intestine, unspecified"	"K55.9"	45	40445070	0.00
	"28 - 364 days"	"05"	"Paralytic ileus"	"K56.0"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Intussusception"	"K56.1"	48	40445070	0.00
	"28 - 364 days"	"05"	"Volvulus"	"K56.2"	90	40445070	0.00
	"28 - 364 days"	"05"	"Intestinal adhesions [bands] with obstruction"	"K56.5"	7	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Other and unspecified intestinal obstruction"	"K56.6"	55	40445070	0.00
	"28 - 364 days"	"05"	"Ileus, unspecified"	"K56.7"	8	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Megacolon, not elsewhere classified"	"K59.3"	2	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Other specified functional intestinal disorders"	"K59.8"	3	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Functional intestinal disorder, unspecified"	"K59.9"	4	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Abscess of intestine"	"K63.0"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Perforation of intestine (nontraumatic)"	"K63.1"	153	40445070	0.00
	"28 - 364 days"	"05"	"Fistula of intestine"	"K63.2"	4	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Enteroptosis"	"K63.4"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Other specified diseases of intestine"	"K63.8"	15	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Disease of intestine, unspecified"	"K63.9"	13	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Acute peritonitis"	"K65.0"	23	40445070	0.00
	"28 - 364 days"	"05"	"Other peritonitis"	"K65.8"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Peritonitis, unspecified"	"K65.9"	42	40445070	0.00
	"28 - 364 days"	"05"	"Peritoneal adhesions"	"K66.0"	4	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Haemoperitoneum"	"K66.1"	3	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Other specified disorders of peritoneum"	"K66.8"	5	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Acute and subacute hepatic failure"	"K72.0"	18	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Chronic hepatic failure"	"K72.1"	5	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Hepatic failure, unspecified"	"K72.9"	211	40445070	0.01
	"28 - 364 days"	"05"	"Hepatic fibrosis"	"K74.0"	7	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Hepatic sclerosis"	"K74.1"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Biliary cirrhosis, unspecified"	"K74.5"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Other and unspecified cirrhosis of liver"	"K74.6"	22	40445070	0.00
	"28 - 364 days"	"05"	"Abscess of liver"	"K75.0"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Nonspecific reactive hepatitis"	"K75.2"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Autoimmune hepatitis"	"K75.4"	2	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Other specified inflammatory liver diseases"	"K75.8"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Inflammatory liver disease, unspecified"	"K75.9"	13	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Fatty (change of) liver, not elsewhere classified"	"K76.0"	14	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Chronic passive congestion of liver"	"K76.1"	3	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Infarction of liver"	"K76.3"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Portal hypertension"	"K76.6"	13	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Hepatorenal syndrome"	"K76.7"	5	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Other specified diseases of liver"	"K76.8"	21	40445070	0.00
	"28 - 364 days"	"05"	"Liver disease, unspecified"	"K76.9"	35	40445070	0.00
	"28 - 364 days"	"05"	"Perforation of gallbladder"	"K82.2"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Obstruction of bile duct"	"K83.1"	36	40445070	0.00
	"28 - 364 days"	"05"	"Acute pancreatitis, unspecified"	"K85.9"	3	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Other chronic pancreatitis"	"K86.1"	2	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Pseudocyst of pancreas"	"K86.3"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Other specified diseases of pancreas"	"K86.8"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Disease of pancreas, unspecified"	"K86.9"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Blind loop syndrome, not elsewhere classified"	"K90.2"	88	40445070	0.00
	"28 - 364 days"	"05"	"Malabsorption due to intolerance, not elsewhere classified"	"K90.4"	20	40445070	0.00
	"28 - 364 days"	"05"	"Other intestinal malabsorption"	"K90.8"	2	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Intestinal malabsorption, unspecified"	"K90.9"	4	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Gastrointestinal haemorrhage, unspecified"	"K92.2"	8	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Other specified diseases of digestive system"	"K92.8"	10	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Disease of digestive system, unspecified"	"K92.9"	5	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Cutaneous abscess, furuncle and carbuncle of trunk"	"L02.2"	2	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Cutaneous abscess, furuncle and carbuncle, unspecified"	"L02.9"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Cellulitis of trunk"	"L03.3"	2	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Cellulitis of other sites"	"L03.8"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Cellulitis, unspecified"	"L03.9"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Other atopic dermatitis"	"L20.8"	2	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Diaper [napkin] dermatitis"	"L22"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Pruritus, unspecified"	"L29.9"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Bullous erythema multiforme"	"L51.1"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Other melanin hyperpigmentation"	"L81.4"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Other local lupus erythematosus"	"L93.2"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Other specified disorders of skin and subcutaneous tissue"	"L98.8"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Pyogenic arthritis, unspecified"	"M00.9"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Arthrosis, unspecified"	"M19.9"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Juvenile polyarteritis"	"M30.2"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Mucocutaneous lymph node syndrome [Kawasaki]"	"M30.3"	7	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Other specified necrotizing vasculopathies"	"M31.8"	2	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Necrotizing vasculopathy, unspecified"	"M31.9"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Systemic lupus erythematosus with organ or system involvement"	"M32.1"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Systemic sclerosis, unspecified"	"M34.9"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Sicca syndrome [Sjogren]"	"M35.0"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Other specified systemic involvement of connective tissue"	"M35.8"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Systemic involvement of connective tissue, unspecified"	"M35.9"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Scoliosis, unspecified"	"M41.9"	2	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Ischaemic infarction of muscle"	"M62.2"	21	40445070	0.00
	"28 - 364 days"	"05"	"Muscle wasting and atrophy, not elsewhere classified"	"M62.5"	3	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Other specified disorders of muscle"	"M62.8"	8	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Disorder of muscle, unspecified"	"M62.9"	4	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Necrotizing fasciitis"	"M72.6"	8	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Myalgia"	"M79.1"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Osteoporosis, unspecified"	"M81.9"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Pathological fracture, not elsewhere classified"	"M84.4"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Osteomyelitis, unspecified"	"M86.9"	3	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Paget disease of bone, unspecified"	"M88.9"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Juvenile osteochondrosis of pelvis"	"M91.0"	6	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Chondromalacia"	"M94.2"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Acquired deformity of chest and rib"	"M95.4"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Chronic nephritic syndrome, other"	"N03.8"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Nephrotic syndrome, unspecified"	"N04.9"	33	40445070	0.00
	"28 - 364 days"	"05"	"Unspecified nephritic syndrome, unspecified"	"N05.9"	3	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Acute tubulo-interstitial nephritis"	"N10"	12	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Chronic obstructive pyelonephritis"	"N11.1"	2	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Chronic tubulo-interstitial nephritis, unspecified"	"N11.9"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Tubulo-interstitial nephritis, not specified as acute or chronic"	"N12"	11	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Other and unspecified hydronephrosis"	"N13.3"	2	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Kinking and stricture of ureter without hydronephrosis"	"N13.5"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Vesicoureteral-reflux-associated uropathy"	"N13.7"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Obstructive and reflux uropathy, unspecified"	"N13.9"	5	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Renal and perinephric abscess"	"N15.1"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Renal tubulo-interstitial disease, unspecified"	"N15.9"	2	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Acute renal failure with tubular necrosis"	"N17.0"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Acute renal failure with acute cortical necrosis"	"N17.1"	1	40445070	0.00 (Unreliable)
