"Notes"	"Hispanic Origin"	"Hispanic Origin Code"	"Cause of death"	"Cause of death Code"	Deaths	Births	Death Rate
	"Non-Hispanic other races"	"8"	"Predominantly allergic asthma"	"J45.0"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Pneumonitis due to food and vomit"	"J69.0"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Adult respiratory distress syndrome"	"J80"	3	313296	0.01 (Unreliable)
	"Non-Hispanic other races"	"8"	"Interstitial pulmonary disease, unspecified"	"J84.9"	2	313296	0.01 (Unreliable)
	"Non-Hispanic other races"	"8"	"Pyothorax without fistula"	"J86.9"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Spontaneous tension pneumothorax"	"J93.0"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Chronic respiratory failure"	"J96.1"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Other disorders of lung"	"J98.4"	6	313296	0.02 (Unreliable)
	"Non-Hispanic other races"	"8"	"Other specified respiratory disorders"	"J98.8"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Gastro-oesophageal reflux disease without oesophagitis"	"K21.9"	2	313296	0.01 (Unreliable)
	"Non-Hispanic other races"	"8"	"Other specified diseases of oesophagus"	"K22.8"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Diaphragmatic hernia without obstruction or gangrene"	"K44.9"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Noninfective gastroenteritis and colitis, unspecified"	"K52.9"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Acute vascular disorders of intestine"	"K55.0"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Vascular disorder of intestine, unspecified"	"K55.9"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Perforation of intestine (nontraumatic)"	"K63.1"	2	313296	0.01 (Unreliable)
	"Non-Hispanic other races"	"8"	"Haemoperitoneum"	"K66.1"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Acute and subacute hepatic failure"	"K72.0"	2	313296	0.01 (Unreliable)
	"Non-Hispanic other races"	"8"	"Hepatic failure, unspecified"	"K72.9"	2	313296	0.01 (Unreliable)
	"Non-Hispanic other races"	"8"	"Inflammatory liver disease, unspecified"	"K75.9"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Blind loop syndrome, not elsewhere classified"	"K90.2"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Ischaemic infarction of muscle"	"M62.2"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Acute renal failure, unspecified"	"N17.9"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Chronic renal failure, unspecified"	"N18.9"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Unspecified renal failure"	"N19"	2	313296	0.01 (Unreliable)
	"Non-Hispanic other races"	"8"	"Disorder of kidney and ureter, unspecified"	"N28.9"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Newborn affected by maternal hypertensive disorders"	"P00.0"	2	313296	0.01 (Unreliable)
	"Non-Hispanic other races"	"8"	"Newborn affected by maternal injury"	"P00.5"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Newborn affected by unspecified maternal condition"	"P00.9"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Newborn affected by incompetent cervix"	"P01.0"	33	313296	0.11
	"Non-Hispanic other races"	"8"	"Newborn affected by premature rupture of membranes"	"P01.1"	37	313296	0.12
	"Non-Hispanic other races"	"8"	"Newborn affected by oligohydramnios"	"P01.2"	4	313296	0.01 (Unreliable)
	"Non-Hispanic other races"	"8"	"Newborn affected by multiple pregnancy"	"P01.5"	5	313296	0.02 (Unreliable)
	"Non-Hispanic other races"	"8"	"Newborn affected by other maternal complications of pregnancy"	"P01.8"	4	313296	0.01 (Unreliable)
	"Non-Hispanic other races"	"8"	"Newborn affected by placenta praevia"	"P02.0"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Newborn affected by other forms of placental separation and haemorrhage"	"P02.1"	26	313296	0.08
	"Non-Hispanic other races"	"8"	"Newborn affected by other and unspecified morphological and functional abnormalities of placenta"	"P02.2"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Newborn affected by placental transfusion syndromes"	"P02.3"	7	313296	0.02 (Unreliable)
	"Non-Hispanic other races"	"8"	"Newborn affected by chorioamnionitis"	"P02.7"	30	313296	0.10
	"Non-Hispanic other races"	"8"	"Newborn affected by breech delivery and extraction"	"P03.0"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Newborn affected by other malpresentation, malposition and disproportion during labour and delivery"	"P03.1"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Newborn affected by abnormal uterine contractions"	"P03.6"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Newborn affected by other specified complications of labour and delivery"	"P03.8"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Newborn affected by complication of labour and delivery, unspecified"	"P03.9"	4	313296	0.01 (Unreliable)
	"Non-Hispanic other races"	"8"	"Newborn affected by maternal use of tobacco"	"P04.2"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Newborn affected by maternal use of drugs of addiction"	"P04.4"	3	313296	0.01 (Unreliable)
	"Non-Hispanic other races"	"8"	"Small for gestational age"	"P05.1"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Slow fetal growth, unspecified"	"P05.9"	4	313296	0.01 (Unreliable)
	"Non-Hispanic other races"	"8"	"Extremely low birth weight"	"P07.0"	2	313296	0.01 (Unreliable)
	"Non-Hispanic other races"	"8"	"Other low birth weight"	"P07.1"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Extreme immaturity"	"P07.2"	180	313296	0.57
	"Non-Hispanic other races"	"8"	"Other preterm infants"	"P07.3"	45	313296	0.14
	"Non-Hispanic other races"	"8"	"Birth injury to central nervous system, unspecified"	"P11.9"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Intrauterine hypoxia, unspecified"	"P20.9"	15	313296	0.05 (Unreliable)
	"Non-Hispanic other races"	"8"	"Severe birth asphyxia"	"P21.0"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Birth asphyxia, unspecified"	"P21.9"	7	313296	0.02 (Unreliable)
	"Non-Hispanic other races"	"8"	"Respiratory distress syndrome of newborn"	"P22.0"	34	313296	0.11
	"Non-Hispanic other races"	"8"	"Respiratory distress of newborn, unspecified"	"P22.9"	5	313296	0.02 (Unreliable)
	"Non-Hispanic other races"	"8"	"Congenital pneumonia due to other bacterial agents"	"P23.6"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Congenital pneumonia, unspecified"	"P23.9"	2	313296	0.01 (Unreliable)
	"Non-Hispanic other races"	"8"	"Neonatal aspiration of meconium"	"P24.0"	3	313296	0.01 (Unreliable)
	"Non-Hispanic other races"	"8"	"Pneumothorax originating in the perinatal period"	"P25.1"	4	313296	0.01 (Unreliable)
	"Non-Hispanic other races"	"8"	"Pneumopericardium originating in the perinatal period"	"P25.3"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Other conditions related to interstitial emphysema originating in the perinatal period"	"P25.8"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Unspecified pulmonary haemorrhage originating in the perinatal period"	"P26.9"	7	313296	0.02 (Unreliable)
	"Non-Hispanic other races"	"8"	"Bronchopulmonary dysplasia originating in the perinatal period"	"P27.1"	5	313296	0.02 (Unreliable)
	"Non-Hispanic other races"	"8"	"Unspecified chronic respiratory disease originating in the perinatal period"	"P27.9"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Primary atelectasis of newborn"	"P28.0"	11	313296	0.04 (Unreliable)
	"Non-Hispanic other races"	"8"	"Primary sleep apnoea of newborn"	"P28.3"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Other apnoea of newborn"	"P28.4"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Other specified respiratory conditions of newborn"	"P28.8"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Neonatal cardiac failure"	"P29.0"	28	313296	0.09
	"Non-Hispanic other races"	"8"	"Neonatal cardiac dysrhythmia"	"P29.1"	30	313296	0.10
	"Non-Hispanic other races"	"8"	"Persistent fetal circulation"	"P29.3"	8	313296	0.03 (Unreliable)
	"Non-Hispanic other races"	"8"	"Congenital cytomegalovirus infection"	"P35.1"	3	313296	0.01 (Unreliable)
	"Non-Hispanic other races"	"8"	"Sepsis of newborn due to Staphylococcus aureus"	"P36.2"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Sepsis of newborn due to Escherichia coli"	"P36.4"	4	313296	0.01 (Unreliable)
	"Non-Hispanic other races"	"8"	"Bacterial sepsis of newborn, unspecified"	"P36.9"	17	313296	0.05 (Unreliable)
	"Non-Hispanic other races"	"8"	"Neonatal candidiasis"	"P37.5"	2	313296	0.01 (Unreliable)
	"Non-Hispanic other races"	"8"	"Other specified infections specific to the perinatal period"	"P39.8"	2	313296	0.01 (Unreliable)
	"Non-Hispanic other races"	"8"	"Infection specific to the perinatal period, unspecified"	"P39.9"	3	313296	0.01 (Unreliable)
	"Non-Hispanic other races"	"8"	"Intraventricular (nontraumatic) haemorrhage, grade 3, of newborn"	"P52.2"	3	313296	0.01 (Unreliable)
	"Non-Hispanic other races"	"8"	"Unspecified intraventricular (nontraumatic) haemorrhage of newborn"	"P52.3"	18	313296	0.06 (Unreliable)
	"Non-Hispanic other races"	"8"	"Intracranial (nontraumatic) haemorrhage of newborn, unspecified"	"P52.9"	2	313296	0.01 (Unreliable)
	"Non-Hispanic other races"	"8"	"Other specified neonatal haemorrhages"	"P54.8"	2	313296	0.01 (Unreliable)
	"Non-Hispanic other races"	"8"	"Neonatal haemorrhage, unspecified"	"P54.9"	3	313296	0.01 (Unreliable)
	"Non-Hispanic other races"	"8"	"Other haemolytic diseases of newborn"	"P55.8"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Neonatal jaundice from other and unspecified hepatocellular damage"	"P59.2"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Disseminated intravascular coagulation of newborn"	"P60"	2	313296	0.01 (Unreliable)
	"Non-Hispanic other races"	"8"	"Anaemia of prematurity"	"P61.2"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Other congenital anaemias, not elsewhere classified"	"P61.4"	2	313296	0.01 (Unreliable)
	"Non-Hispanic other races"	"8"	"Syndrome of infant of a diabetic mother"	"P70.1"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Transitory neonatal hyperthyroidism"	"P72.1"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Intestinal obstruction of newborn, unspecified"	"P76.9"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Necrotizing enterocolitis of newborn"	"P77"	22	313296	0.07
	"Non-Hispanic other races"	"8"	"Perinatal intestinal perforation"	"P78.0"	8	313296	0.03 (Unreliable)
	"Non-Hispanic other races"	"8"	"Noninfective neonatal diarrhoea"	"P78.3"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Hydrops fetalis not due to haemolytic disease"	"P83.2"	14	313296	0.04 (Unreliable)
	"Non-Hispanic other races"	"8"	"Convulsions of newborn"	"P90"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Neonatal cerebral ischaemia"	"P91.0"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Hypoxic ischemic encephalopathy of newborn"	"P91.6"	15	313296	0.05 (Unreliable)
	"Non-Hispanic other races"	"8"	"Other specified conditions originating in the perinatal period"	"P96.8"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Condition originating in the perinatal period, unspecified"	"P96.9"	2	313296	0.01 (Unreliable)
	"Non-Hispanic other races"	"8"	"Anencephaly"	"Q00.0"	13	313296	0.04 (Unreliable)
	"Non-Hispanic other races"	"8"	"Iniencephaly"	"Q00.2"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Encephalocele, unspecified"	"Q01.9"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Microcephaly"	"Q02"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Atresia of foramina of Magendie and Luschka"	"Q03.1"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Other congenital hydrocephalus"	"Q03.8"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Congenital hydrocephalus, unspecified"	"Q03.9"	3	313296	0.01 (Unreliable)
	"Non-Hispanic other races"	"8"	"Holoprosencephaly"	"Q04.2"	2	313296	0.01 (Unreliable)
	"Non-Hispanic other races"	"8"	"Other reduction deformities of brain"	"Q04.3"	4	313296	0.01 (Unreliable)
	"Non-Hispanic other races"	"8"	"Congenital cerebral cysts"	"Q04.6"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Congenital malformation of brain, unspecified"	"Q04.9"	4	313296	0.01 (Unreliable)
	"Non-Hispanic other races"	"8"	"Unspecified spina bifida with hydrocephalus"	"Q05.4"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Congenital malformation of nervous system, unspecified"	"Q07.9"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Common arterial trunk"	"Q20.0"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Discordant ventriculoarterial connection"	"Q20.3"	2	313296	0.01 (Unreliable)
	"Non-Hispanic other races"	"8"	"Double inlet ventricle"	"Q20.4"	3	313296	0.01 (Unreliable)
	"Non-Hispanic other races"	"8"	"Ventricular septal defect"	"Q21.0"	3	313296	0.01 (Unreliable)
	"Non-Hispanic other races"	"8"	"Tetralogy of Fallot"	"Q21.3"	6	313296	0.02 (Unreliable)
	"Non-Hispanic other races"	"8"	"Other congenital malformations of cardiac septa"	"Q21.8"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Congenital malformation of cardiac septum, unspecified"	"Q21.9"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Congenital tricuspid stenosis"	"Q22.4"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Ebstein anomaly"	"Q22.5"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Hypoplastic left heart syndrome"	"Q23.4"	7	313296	0.02 (Unreliable)
	"Non-Hispanic other races"	"8"	"Malformation of coronary vessels"	"Q24.5"	4	313296	0.01 (Unreliable)
	"Non-Hispanic other races"	"8"	"Congenital heart block"	"Q24.6"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Other specified congenital malformations of heart"	"Q24.8"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Congenital malformation of heart, unspecified"	"Q24.9"	34	313296	0.11
	"Non-Hispanic other races"	"8"	"Patent ductus arteriosus"	"Q25.0"	5	313296	0.02 (Unreliable)
	"Non-Hispanic other races"	"8"	"Atresia of pulmonary artery"	"Q25.5"	4	313296	0.01 (Unreliable)
	"Non-Hispanic other races"	"8"	"Stenosis of pulmonary artery"	"Q25.6"	3	313296	0.01 (Unreliable)
	"Non-Hispanic other races"	"8"	"Total anomalous pulmonary venous connection"	"Q26.2"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Anomalous pulmonary venous connection, unspecified"	"Q26.4"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Congenital malformation of peripheral vascular system, unspecified"	"Q27.9"	2	313296	0.01 (Unreliable)
	"Non-Hispanic other races"	"8"	"Other malformations of cerebral vessels"	"Q28.3"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Other congenital malformations of larynx"	"Q31.8"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Congenital cystic lung"	"Q33.0"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Agenesis of lung"	"Q33.3"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Hypoplasia and dysplasia of lung"	"Q33.6"	11	313296	0.04 (Unreliable)
	"Non-Hispanic other races"	"8"	"Congenital malformation of lung, unspecified"	"Q33.9"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Atresia of oesophagus without fistula"	"Q39.0"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Congenital absence, atresia and stenosis of jejunum"	"Q41.1"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Other specified congenital malformations of intestine"	"Q43.8"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Atresia of bile ducts"	"Q44.2"	2	313296	0.01 (Unreliable)
	"Non-Hispanic other races"	"8"	"Hypospadias, unspecified"	"Q54.9"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Renal agenesis, unspecified"	"Q60.2"	7	313296	0.02 (Unreliable)
	"Non-Hispanic other races"	"8"	"Potter syndrome"	"Q60.6"	3	313296	0.01 (Unreliable)
	"Non-Hispanic other races"	"8"	"Polycystic kidney, infantile type"	"Q61.1"	2	313296	0.01 (Unreliable)
	"Non-Hispanic other races"	"8"	"Polycystic kidney, unspecified"	"Q61.3"	7	313296	0.02 (Unreliable)
	"Non-Hispanic other races"	"8"	"Cystic kidney disease, unspecified"	"Q61.9"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Congenital malformation of kidney, unspecified"	"Q63.9"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Other specified congenital musculoskeletal deformities"	"Q68.8"	2	313296	0.01 (Unreliable)
	"Non-Hispanic other races"	"8"	"Thanatophoric short stature"	"Q77.1"	2	313296	0.01 (Unreliable)
	"Non-Hispanic other races"	"8"	"Chondrodysplasia punctata"	"Q77.3"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Osteogenesis imperfecta"	"Q78.0"	3	313296	0.01 (Unreliable)
	"Non-Hispanic other races"	"8"	"Osteochondrodysplasia, unspecified"	"Q78.9"	4	313296	0.01 (Unreliable)
	"Non-Hispanic other races"	"8"	"Congenital diaphragmatic hernia"	"Q79.0"	9	313296	0.03 (Unreliable)
	"Non-Hispanic other races"	"8"	"Exomphalos"	"Q79.2"	3	313296	0.01 (Unreliable)
	"Non-Hispanic other races"	"8"	"Gastroschisis"	"Q79.3"	3	313296	0.01 (Unreliable)
	"Non-Hispanic other races"	"8"	"Other congenital malformations of musculoskeletal system"	"Q79.8"	2	313296	0.01 (Unreliable)
	"Non-Hispanic other races"	"8"	"Harlequin fetus"	"Q80.4"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Epidermolysis bullosa letalis"	"Q81.1"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Congenital malformation syndromes predominantly affecting facial appearance"	"Q87.0"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Congenital malformation syndromes predominantly associated with short stature"	"Q87.1"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Other specified congenital malformation syndromes, not elsewhere classified"	"Q87.8"	4	313296	0.01 (Unreliable)
	"Non-Hispanic other races"	"8"	"Multiple congenital malformations, not elsewhere classified"	"Q89.7"	11	313296	0.04 (Unreliable)
	"Non-Hispanic other races"	"8"	"Other specified congenital malformations"	"Q89.8"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Congenital malformation, unspecified"	"Q89.9"	5	313296	0.02 (Unreliable)
	"Non-Hispanic other races"	"8"	"Down syndrome, unspecified"	"Q90.9"	3	313296	0.01 (Unreliable)
	"Non-Hispanic other races"	"8"	"Trisomy 18, mosaicism (mitotic nondisjunction)"	"Q91.1"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Edwards syndrome, unspecified"	"Q91.3"	28	313296	0.09
	"Non-Hispanic other races"	"8"	"Patau syndrome, unspecified"	"Q91.7"	10	313296	0.03 (Unreliable)
	"Non-Hispanic other races"	"8"	"Other specified trisomies and partial trisomies of autosomes"	"Q92.8"	5	313296	0.02 (Unreliable)
	"Non-Hispanic other races"	"8"	"Trisomy and partial trisomy of autosomes, unspecified"	"Q92.9"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Deletion of short arm of chromosome 4"	"Q93.3"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Other deletions of part of a chromosome"	"Q93.5"	2	313296	0.01 (Unreliable)
	"Non-Hispanic other races"	"8"	"Chromosomal abnormality, unspecified"	"Q99.9"	2	313296	0.01 (Unreliable)
	"Non-Hispanic other races"	"8"	"Hepatomegaly with splenomegaly, not elsewhere classified"	"R16.2"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Other and unspecified symptoms and signs involving the nervous and musculoskeletal systems"	"R29.8"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Hypovolaemic shock"	"R57.1"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Other specified general symptoms and signs"	"R68.8"	3	313296	0.01 (Unreliable)
	"Non-Hispanic other races"	"8"	"Sudden infant death syndrome - SIDS"	"R95"	79	313296	0.25
	"Non-Hispanic other races"	"8"	"Other ill-defined and unspecified causes of mortality"	"R99"	80	313296	0.26
	"Non-Hispanic other races"	"8"	"Pedestrian injured in collision with car, pick-up truck or van, traffic accident"	"V03.1"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Pedestrian injured in traffic accident involving other and unspecified motor vehicles"	"V09.2"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Car occupant injured in collision with car, pick-up truck or van, passenger injured in traffic accident"	"V43.6"	1	313296	0.00 (Unreliable)
