LocationType,Location,Race,TimeFrame,DataFormat,Data
State,Vermont,American Indian,2007,Percent,S
State,Vermont,Asian and Pacific Islander,2007,Percent,S
State,Vermont,Black or African American,2007,Percent,S
State,Vermont,Hispanic or Latino,2007,Percent,S
State,Vermont,Non-Hispanic White,2007,Percent,0.061
State,Vermont,Total,2007,Percent,0.062
State,Vermont,American Indian,2008,Percent,N.A.
State,Vermont,Asian and Pacific Islander,2008,Percent,S
State,Vermont,Black or African American,2008,Percent,S
State,Vermont,Hispanic or Latino,2008,Percent,S
State,Vermont,Non-Hispanic White,2008,Percent,0.07
State,Vermont,Total,2008,Percent,0.07
State,Vermont,Non-Hispanic White,2008,Number,423
State,Vermont,Hispanic or Latino,2008,Number,S
State,Vermont,Black or African American,2008,Number,10
State,Vermont,Asian and Pacific Islander,2008,Number,S
State,Vermont,American Indian,2008,Number,N.A.
State,Vermont,Total,2008,Number,443
State,Vermont,Total,2013,Number,401
State,Vermont,Non-Hispanic White,2013,Number,367
State,Vermont,Hispanic or Latino,2013,Number,S
State,Vermont,Black or African American,2013,Number,S
State,Vermont,Asian and Pacific Islander,2013,Number,18
State,Vermont,American Indian,2013,Number,S
State,Vermont,American Indian,2013,Percent,S
State,Vermont,Asian and Pacific Islander,2013,Percent,S
State,Vermont,Black or African American,2013,Percent,S
State,Vermont,Hispanic or Latino,2013,Percent,S
State,Vermont,Non-Hispanic White,2013,Percent,0.066
State,Vermont,Total,2013,Percent,0.067
State,Vermont,American Indian,2009,Percent,S
State,Vermont,Asian and Pacific Islander,2009,Percent,S
State,Vermont,Black or African American,2009,Percent,S
State,Vermont,Hispanic or Latino,2009,Percent,S
State,Vermont,Non-Hispanic White,2009,Percent,0.067
State,Vermont,Total,2009,Percent,0.067
State,Vermont,Total,2009,Number,411
State,Vermont,Non-Hispanic White,2009,Number,389
State,Vermont,Hispanic or Latino,2009,Number,S
State,Vermont,Black or African American,2009,Number,S
State,Vermont,Asian and Pacific Islander,2009,Number,S
State,Vermont,American Indian,2009,Number,S
State,Vermont,American Indian,2010,Number,S
State,Vermont,Total,2010,Number,382
State,Vermont,Non-Hispanic White,2010,Number,353
State,Vermont,Hispanic or Latino,2010,Number,S
State,Vermont,Black or African American,2010,Number,14
State,Vermont,Asian and Pacific Islander,2010,Number,S
State,Vermont,American Indian,2015,Number,S
State,Vermont,Asian and Pacific Islander,2015,Number,15
State,Vermont,Black or African American,2015,Number,15
State,Vermont,Hispanic or Latino,2015,Number,13
State,Vermont,Non-Hispanic White,2015,Number,340
State,Vermont,Total,2015,Number,390
State,Vermont,American Indian,2015,Percent,S
State,Vermont,Asian and Pacific Islander,2015,Percent,S
State,Vermont,Black or African American,2015,Percent,S
State,Vermont,Hispanic or Latino,2015,Percent,S
State,Vermont,Non-Hispanic White,2015,Percent,0.063
State,Vermont,Total,2015,Percent,0.066
State,Vermont,American Indian,2010,Percent,S
State,Vermont,Asian and Pacific Islander,2010,Percent,S
State,Vermont,Black or African American,2010,Percent,S
State,Vermont,Hispanic or Latino,2010,Percent,S
State,Vermont,Non-Hispanic White,2010,Percent,0.06
State,Vermont,Total,2010,Percent,0.061
State,Vermont,Total,2014,Number,432
State,Vermont,Non-Hispanic White,2014,Number,398
State,Vermont,Hispanic or Latino,2014,Number,S
State,Vermont,Black or African American,2014,Number,12
State,Vermont,Asian and Pacific Islander,2014,Number,14
State,Vermont,American Indian,2014,Number,S
State,Vermont,Non-Hispanic White,2012,Number,339
State,Vermont,Hispanic or Latino,2012,Number,S
State,Vermont,Black or African American,2012,Number,11
State,Vermont,Asian and Pacific Islander,2012,Number,13
State,Vermont,American Indian,2012,Number,S
State,Vermont,Total,2012,Number,370
State,Vermont,American Indian,2011,Percent,S
State,Vermont,Asian and Pacific Islander,2011,Percent,S
State,Vermont,Black or African American,2011,Percent,S
State,Vermont,Hispanic or Latino,2011,Percent,S
State,Vermont,Non-Hispanic White,2011,Percent,0.067
State,Vermont,Total,2011,Percent,0.067
State,Vermont,Total,2011,Number,404
State,Vermont,Non-Hispanic White,2011,Number,382
State,Vermont,Hispanic or Latino,2011,Number,S
State,Vermont,Black or African American,2011,Number,S
State,Vermont,Asian and Pacific Islander,2011,Number,S
State,Vermont,American Indian,2011,Number,S
State,Vermont,American Indian,2012,Percent,S
State,Vermont,Asian and Pacific Islander,2012,Percent,S
State,Vermont,Black or African American,2012,Percent,S
State,Vermont,Hispanic or Latino,2012,Percent,S
State,Vermont,Non-Hispanic White,2012,Percent,0.061
State,Vermont,Total,2012,Percent,0.062
State,Vermont,American Indian,2014,Percent,S
State,Vermont,Asian and Pacific Islander,2014,Percent,S
State,Vermont,Black or African American,2014,Percent,S
State,Vermont,Hispanic or Latino,2014,Percent,S
State,Vermont,Non-Hispanic White,2014,Percent,0.07
State,Vermont,Total,2014,Percent,0.071
State,Virginia,American Indian,2014,Percent,0.125
State,Virginia,Asian and Pacific Islander,2014,Percent,0.082
State,Virginia,Black or African American,2014,Percent,0.121
State,Virginia,Hispanic or Latino,2014,Percent,0.066
State,Virginia,Non-Hispanic White,2014,Percent,0.065
State,Virginia,Total,2014,Percent,0.079
State,Virginia,American Indian,2012,Percent,0.113
State,Virginia,Asian and Pacific Islander,2012,Percent,0.083
State,Virginia,Black or African American,2012,Percent,0.129
State,Virginia,Hispanic or Latino,2012,Percent,0.063
State,Virginia,Non-Hispanic White,2012,Percent,0.067
State,Virginia,Total,2012,Percent,0.081
State,Virginia,American Indian,2011,Percent,S
State,Virginia,Asian and Pacific Islander,2011,Percent,0.089
State,Virginia,Black or African American,2011,Percent,0.122
State,Virginia,Hispanic or Latino,2011,Percent,0.062
State,Virginia,Non-Hispanic White,2011,Percent,0.066
State,Virginia,Total,2011,Percent,0.08
State,Virginia,Total,2011,Number,8184
State,Virginia,Non-Hispanic White,2011,Number,3992
State,Virginia,Hispanic or Latino,2011,Number,777
State,Virginia,Black or African American,2011,Number,2751
State,Virginia,Asian and Pacific Islander,2011,Number,680
State,Virginia,American Indian,2011,Number,13
State,Virginia,American Indian,2012,Number,25
State,Virginia,Total,2012,Number,8375
State,Virginia,Non-Hispanic White,2012,Number,4028
State,Virginia,Hispanic or Latino,2012,Number,814
State,Virginia,Black or African American,2012,Number,2931
State,Virginia,Asian and Pacific Islander,2012,Number,675
State,Virginia,Total,2014,Number,8130
State,Virginia,Non-Hispanic White,2014,Number,3874
State,Virginia,Hispanic or Latino,2014,Number,892
State,Virginia,Black or African American,2014,Number,2764
State,Virginia,Asian and Pacific Islander,2014,Number,684
State,Virginia,American Indian,2014,Number,32
State,Virginia,American Indian,2015,Percent,S
State,Virginia,Asian and Pacific Islander,2015,Percent,0.082
State,Virginia,Black or African American,2015,Percent,0.12
State,Virginia,Hispanic or Latino,2015,Percent,0.064
State,Virginia,Non-Hispanic White,2015,Percent,0.066
State,Virginia,Total,2015,Percent,0.079
State,Virginia,American Indian,2010,Percent,S
State,Virginia,Asian and Pacific Islander,2010,Percent,0.087
State,Virginia,Black or African American,2010,Percent,0.124
State,Virginia,Hispanic or Latino,2010,Percent,0.064
State,Virginia,Non-Hispanic White,2010,Percent,0.069
State,Virginia,Total,2010,Percent,0.082
State,Virginia,Total,2010,Number,8448
State,Virginia,Non-Hispanic White,2010,Number,4183
State,Virginia,Hispanic or Latino,2010,Number,805
State,Virginia,Black or African American,2010,Number,2841
State,Virginia,Asian and Pacific Islander,2010,Number,661
State,Virginia,American Indian,2010,Number,S
State,Virginia,American Indian,2015,Number,15
State,Virginia,Asian and Pacific Islander,2015,Number,703
State,Virginia,Black or African American,2015,Number,2753
State,Virginia,Hispanic or Latino,2015,Number,891
State,Virginia,Non-Hispanic White,2015,Number,3881
State,Virginia,Total,2015,Number,8111
State,Virginia,Total,2009,Number,8779
State,Virginia,Non-Hispanic White,2009,Number,4288
State,Virginia,Hispanic or Latino,2009,Number,844
State,Virginia,Black or African American,2009,Number,3062
State,Virginia,Asian and Pacific Islander,2009,Number,610
State,Virginia,American Indian,2009,Number,S
State,Virginia,American Indian,2013,Percent,S
State,Virginia,Asian and Pacific Islander,2013,Percent,0.08
State,Virginia,Black or African American,2013,Percent,0.121
State,Virginia,Hispanic or Latino,2013,Percent,0.067
State,Virginia,Non-Hispanic White,2013,Percent,0.067
State,Virginia,Total,2013,Percent,0.08
State,Virginia,American Indian,2009,Percent,S
State,Virginia,Asian and Pacific Islander,2009,Percent,0.078
State,Virginia,Black or African American,2009,Percent,0.13
State,Virginia,Hispanic or Latino,2009,Percent,0.062
State,Virginia,Non-Hispanic White,2009,Percent,0.071
State,Virginia,Total,2009,Percent,0.084
State,Virginia,Total,2013,Number,8182
State,Virginia,Non-Hispanic White,2013,Number,3966
State,Virginia,Hispanic or Latino,2013,Number,881
State,Virginia,Black or African American,2013,Number,2784
State,Virginia,Asian and Pacific Islander,2013,Number,628
State,Virginia,American Indian,2013,Number,13
State,Virginia,American Indian,2008,Number,10
State,Virginia,Total,2008,Number,8865
State,Virginia,Non-Hispanic White,2008,Number,4300
State,Virginia,Hispanic or Latino,2008,Number,937
State,Virginia,Black or African American,2008,Number,3061
State,Virginia,Asian and Pacific Islander,2008,Number,594
State,Virginia,American Indian,2008,Percent,S
State,Virginia,Asian and Pacific Islander,2008,Percent,0.079
State,Virginia,Black or African American,2008,Percent,0.129
State,Virginia,Hispanic or Latino,2008,Percent,0.066
State,Virginia,Non-Hispanic White,2008,Percent,0.07
State,Virginia,Total,2008,Percent,0.083
State,Virginia,American Indian,2007,Percent,S
State,Virginia,Asian and Pacific Islander,2007,Percent,0.081
State,Virginia,Black or African American,2007,Percent,0.136
State,Virginia,Hispanic or Latino,2007,Percent,0.064
State,Virginia,Non-Hispanic White,2007,Percent,0.072
State,Virginia,Total,2007,Percent,0.086
State,Virginia,Non-Hispanic White,2007,Number,4466
State,Virginia,Hispanic or Latino,2007,Number,959
State,Virginia,Black or African American,2007,Number,3293
State,Virginia,Asian and Pacific Islander,2007,Number,639
State,Virginia,American Indian,2007,Number,S
State,Virginia,Total,2007,Number,9306
State,Virginia,Non-Hispanic White,2006,Number,4446
State,Virginia,Hispanic or Latino,2006,Number,862
State,Virginia,Black or African American,2006,Number,3108
State,Virginia,Asian and Pacific Islander,2006,Number,565
State,Virginia,American Indian,2006,Number,13
State,Virginia,Total,2006,Number,8914
State,Virginia,Total,2005,Number,8573
State,Virginia,Non-Hispanic White,2005,Number,4451
State,Virginia,Hispanic or Latino,2005,Number,801
State,Virginia,Black or African American,2005,Number,2853
State,Virginia,Asian and Pacific Islander,2005,Number,516
State,Virginia,American Indian,2005,Number,14
State,Virginia,American Indian,2005,Percent,S
State,Virginia,Asian and Pacific Islander,2005,Percent,0.072
State,Virginia,Black or African American,2005,Percent,0.125
State,Virginia,Hispanic or Latino,2005,Percent,0.061
State,Virginia,Non-Hispanic White,2005,Percent,0.072
State,Virginia,Total,2005,Percent,0.082
State,Virginia,American Indian,2006,Percent,S
State,Virginia,Asian and Pacific Islander,2006,Percent,0.076
State,Virginia,Black or African American,2006,Percent,0.128
State,Virginia,Hispanic or Latino,2006,Percent,0.06
State,Virginia,Non-Hispanic White,2006,Percent,0.071
State,Virginia,Total,2006,Percent,0.083
State,Virginia,American Indian,2004,Number,S
State,Virginia,Total,2004,Number,8587
State,Virginia,Non-Hispanic White,2004,Number,4401
State,Virginia,Hispanic or Latino,2004,Number,753
State,Virginia,Black or African American,2004,Number,2911
State,Virginia,Asian and Pacific Islander,2004,Number,570
State,Virginia,American Indian,2003,Percent,N.A.
State,Virginia,Asian and Pacific Islander,2003,Percent,N.A.
State,Virginia,Black or African American,2003,Percent,N.A.
State,Virginia,Hispanic or Latino,2003,Percent,N.A.
State,Virginia,Non-Hispanic White,2003,Percent,N.A.
State,Virginia,Total,2003,Percent,0.082
State,Virginia,American Indian,2004,Percent,S
State,Virginia,Asian and Pacific Islander,2004,Percent,0.082
State,Virginia,Black or African American,2004,Percent,0.127
State,Virginia,Hispanic or Latino,2004,Percent,0.064
State,Virginia,Non-Hispanic White,2004,Percent,0.07
State,Virginia,Total,2004,Percent,0.083
State,Virginia,American Indian,2001,Percent,N.A.
State,Virginia,Asian and Pacific Islander,2001,Percent,N.A.
State,Virginia,Black or African American,2001,Percent,N.A.
State,Virginia,Hispanic or Latino,2001,Percent,N.A.
State,Virginia,Non-Hispanic White,2001,Percent,N.A.
State,Virginia,Total,2001,Percent,0.079
State,Virginia,American Indian,2002,Percent,N.A.
State,Virginia,Asian and Pacific Islander,2002,Percent,N.A.
State,Virginia,Black or African American,2002,Percent,N.A.
State,Virginia,Hispanic or Latino,2002,Percent,N.A.
State,Virginia,Non-Hispanic White,2002,Percent,N.A.
State,Virginia,Total,2002,Percent,0.079
State,Virginia,American Indian,1999,Percent,N.A.
State,Virginia,Asian and Pacific Islander,1999,Percent,N.A.
State,Virginia,Black or African American,1999,Percent,N.A.
State,Virginia,Hispanic or Latino,1999,Percent,N.A.
State,Virginia,Non-Hispanic White,1999,Percent,N.A.
State,Virginia,Total,1999,Percent,0.078
State,Virginia,American Indian,2000,Percent,N.A.
State,Virginia,Asian and Pacific Islander,2000,Percent,N.A.
State,Virginia,Black or African American,2000,Percent,N.A.
State,Virginia,Hispanic or Latino,2000,Percent,N.A.
State,Virginia,Non-Hispanic White,2000,Percent,N.A.
State,Virginia,Total,2000,Percent,0.079
State,Washington,American Indian,2000,Percent,N.A.
State,Washington,Asian and Pacific Islander,2000,Percent,N.A.
State,Washington,Black or African American,2000,Percent,N.A.
State,Washington,Hispanic or Latino,2000,Percent,N.A.
State,Washington,Non-Hispanic White,2000,Percent,N.A.
State,Washington,Total,2000,Percent,0.056
State,Washington,American Indian,1999,Percent,N.A.
State,Washington,Asian and Pacific Islander,1999,Percent,N.A.
State,Washington,Black or African American,1999,Percent,N.A.
State,Washington,Hispanic or Latino,1999,Percent,N.A.
State,Washington,Non-Hispanic White,1999,Percent,N.A.
State,Washington,Total,1999,Percent,0.058
State,Washington,American Indian,2002,Percent,N.A.
State,Washington,Asian and Pacific Islander,2002,Percent,N.A.
State,Washington,Black or African American,2002,Percent,N.A.
State,Washington,Hispanic or Latino,2002,Percent,N.A.
State,Washington,Non-Hispanic White,2002,Percent,N.A.
State,Washington,Total,2002,Percent,0.059
State,Washington,American Indian,2001,Percent,N.A.
State,Washington,Asian and Pacific Islander,2001,Percent,N.A.
State,Washington,Black or African American,2001,Percent,N.A.
State,Washington,Hispanic or Latino,2001,Percent,N.A.
State,Washington,Non-Hispanic White,2001,Percent,N.A.
State,Washington,Total,2001,Percent,0.058
State,Washington,American Indian,2004,Percent,0.073
State,Washington,Asian and Pacific Islander,2004,Percent,0.069
State,Washington,Black or African American,2004,Percent,0.105
State,Washington,Hispanic or Latino,2004,Percent,0.061
State,Washington,Non-Hispanic White,2004,Percent,0.057
State,Washington,Total,2004,Percent,0.062
State,Washington,Total,2004,Number,5063
State,Washington,Non-Hispanic White,2004,Number,3054
State,Washington,Hispanic or Latino,2004,Number,863
State,Washington,Black or African American,2004,Number,424
State,Washington,Asian and Pacific Islander,2004,Number,575
State,Washington,American Indian,2004,Number,156
State,Washington,American Indian,2003,Percent,N.A.
State,Washington,Asian and Pacific Islander,2003,Percent,N.A.
State,Washington,Black or African American,2003,Percent,N.A.
State,Washington,Hispanic or Latino,2003,Percent,N.A.
State,Washington,Non-Hispanic White,2003,Percent,N.A.
State,Washington,Total,2003,Percent,0.06
State,Washington,American Indian,2006,Percent,0.08
State,Washington,Asian and Pacific Islander,2006,Percent,0.076
State,Washington,Black or African American,2006,Percent,0.107
State,Washington,Hispanic or Latino,2006,Percent,0.063
State,Washington,Non-Hispanic White,2006,Percent,0.06
State,Washington,Total,2006,Percent,0.065
State,Washington,American Indian,2006,Number,180
State,Washington,Total,2006,Number,5641
State,Washington,Non-Hispanic White,2006,Number,3340
State,Washington,Hispanic or Latino,2006,Number,987
State,Washington,Black or African American,2006,Number,503
State,Washington,Asian and Pacific Islander,2006,Number,656
